Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.002,0.0274,0.999,0.999,0.05,228.295,151.07,129.25,69.67398290682922,26.50828344767364,23.40006537935997
0.002,0.0274,0.999,0.999,0.1833,232.061,163.487,153.0,73.43588957542799,24.042657307132455,15.611672757157912
0.002,0.0274,0.999,0.999,0.3167,234.106,171.963,164.03,75.87278313100106,21.69711988424211,13.038158538967348
0.002,0.0274,0.999,0.999,0.45,235.987,178.288,172.96,77.7562089624533,20.22652144181125,10.884324811716063
0.002,0.0465,0.001,0.001,0.05,194.431,131.551,135.3,61.36313105477761,24.726017029667535,7.8641904047831
0.002,0.0465,0.001,0.001,0.1833,203.752,149.449,156.5,67.16817502333639,21.429796731002927,4.343440070549964
0.002,0.0465,0.001,0.001,0.3167,209.104,162.429,168.58,71.15254817333522,18.15773854193692,3.449118215185587
0.002,0.0465,0.001,0.001,0.45,215.743,171.446,175.58,74.17067798356717,16.792695430052408,4.047282615277004
0.002,0.0465,0.001,0.5,0.05,205.486,132.211,124.1,62.56195452334242,27.22286155067344,16.10890794667197
0.002,0.0465,0.001,0.5,0.1833,213.014,150.766,150.65,68.33427557323164,23.366749976414802,9.420121538616598
0.002,0.0465,0.001,0.5,0.3167,219.514,164.345,164.98,72.58019314791918,20.450246212647517,7.630116689004107
0.002,0.0465,0.001,0.5,0.45,223.803,172.229,173.92,75.1134254013609,19.088880073247882,6.417568606986457
0.002,0.0465,0.001,0.999,0.05,222.44,132.738,119.5,64.67972668402383,32.98989855632539,21.933409234980438
0.002,0.0465,0.001,0.999,0.1833,226.598,153.083,148.79,70.34134944756374,27.01491190344901,13.50151851394903
0.002,0.0465,0.001,0.999,0.3167,232.187,164.493,160.84,73.85593501312292,24.545820390906194,11.905833620241978
0.002,0.0465,0.001,0.999,0.45,235.096,170.766,172.92,75.90177335890688,23.89757236595741,8.246199358430118
0.002,0.0465,0.3337,0.001,0.05,194.193,131.653,135.0,61.35216455216009,24.538610851313315,8.015583802401881
0.002,0.0465,0.3337,0.001,0.1833,202.333,148.584,156.41,66.80853330842059,21.36013721411051,3.856008750257933
0.002,0.0465,0.3337,0.001,0.3167,209.318,162.721,169.03,71.25585377624724,18.14669883471076,3.3545082028793027
0.002,0.0465,0.3337,0.001,0.45,214.385,170.089,175.28,73.70159393111007,16.98065128949039,3.5188932404911277
0.002,0.0465,0.3337,0.5,0.05,205.096,132.214,123.59,62.50496653634565,27.011352907876706,16.311949661349768
0.002,0.0465,0.3337,0.5,0.1833,212.113,150.779,149.88,68.22073226315342,22.91481486521646,9.674600207981033
0.002,0.0465,0.3337,0.5,0.3167,218.892,163.046,163.11,72.16173753704389,20.65366698095078,8.054632560989749
0.002,0.0465,0.3337,0.5,0.45,222.468,170.651,173.73,74.59789762852807,19.416965852638246,5.763122903302587
0.002,0.0465,0.3337,0.999,0.05,222.562,133.004,120.32,64.7691982101849,32.97781035635128,21.599319783490344
0.002,0.0465,0.3337,0.999,0.1833,227.3,152.186,148.45,70.20897627420693,27.71696509240018,13.518442864702319
0.002,0.0465,0.3337,0.999,0.3167,230.404,164.272,160.12,73.59635450500058,23.9019263646158,11.906064857327658
